Completion_Time,Feedback_Rating,Attendance,Performance_Score,Predicted_Score,Performance_Category
3.78,1.16,98.32,58.15,66.10630000000003,Average
3.68,4.79,1.03,98.89,79.74279999999997,Excel
3.1,4.81,54.83,73.03,75.18130000000015,Excel
2.71,2.8,84.74,88.81,85.7642499999999,Excel
1.86,2.43,66.83,80.24,78.63469999999984,Excel
2.66,2.19,56.03,71.13,71.20794999999981,Average
1.25,5.0,32.88,92.2,91.09475000000009,Excel
1.89,1.0,91.01,63.89,67.28874999999988,Average
1.0,1.17,2.54,79.87,75.27660000000022,Excel
5.0,2.41,80.72,52.04,59.45185000000018,Struggle
3.06,3.97,0.0,79.19,78.15055000000004,Excel
7.0,2.85,51.3,31.21,38.19585000000003,Struggle
1.73,1.0,66.36,60.7,62.80950000000008,Average
3.15,1.0,71.03,66.93,65.67260000000005,Average
3.58,3.86,74.29,72.59,73.47235000000006,Average
1.0,3.43,8.62,84.52,84.71575000000026,Excel
5.63,1.0,55.44,36.99,40.1357999999999,Struggle
1.41,4.63,8.93,99.12,94.5677500000001,Excel
6.46,5.0,68.4,71.97,68.58689999999987,Average
6.51,1.0,99.5,55.45,53.38355000000005,Struggle
4.26,5.0,93.09,79.9,81.32039999999978,Excel
4.75,2.31,34.06,64.25,63.20969999999999,Average
5.31,1.75,99.98,55.11,61.249225000000024,Average
3.5,1.05,75.7,60.89,62.19279999999997,Average
4.64,2.76,66.83,57.52,59.2270500000002,Struggle
1.03,1.68,1.94,82.01,76.38999999999987,Excel
1.7,1.96,61.31,67.54,74.20279999999994,Average
3.83,3.23,81.82,80.96,72.79834999999984,Average
4.59,2.73,96.87,71.48,74.06885000000013,Average
3.92,3.42,89.31,63.72,70.40059999999993,Average
1.23,1.0,63.66,59.46,60.4810999999998,Struggle
5.77,2.13,64.84,52.18,51.4258500000001,Struggle
1.92,3.07,8.37,60.63,73.32479999999995,Average
3.64,1.11,64.29,63.71,60.697400000000016,Average
3.1,2.12,54.63,75.29,60.97770000000004,Average
2.99,3.88,74.97,84.17,79.0186500000001,Excel
2.02,2.22,85.42,72.67,74.5355,Average
4.39,2.78,87.56,75.08,74.34994999999992,Average
6.01,3.77,52.98,74.03,68.33610000000012,Average
3.66,2.5,67.0,73.07,71.04399999999988,Average
3.75,1.0,64.41,46.12,58.89135,Struggle
6.48,2.72,55.22,53.94,55.100249999999996,Struggle
5.16,1.22,68.12,44.56,49.77015000000003,Struggle
4.3,4.29,32.42,80.09,75.98475000000002,Excel
2.83,4.67,58.16,73.15,75.41099999999979,Excel
6.63,2.34,94.17,54.34,58.885400000000025,Struggle
4.95,2.03,72.74,51.11,53.60685,Struggle
2.58,1.52,87.33,75.47,73.41994999999987,Average
2.14,5.0,57.3,84.64,84.75359999999984,Excel
5.53,1.0,66.83,42.63,43.96250000000002,Struggle
1.0,2.7,1.3,71.33,74.36904999999997,Average
6.64,2.87,59.61,64.36,61.63275000000005,Average
1.34,3.38,24.89,72.72,73.45694999999986,Average
5.78,2.51,65.48,48.33,57.07445000000008,Struggle
2.9,2.31,77.62,79.45,74.76385000000016,Average
3.92,1.85,99.4,70.65,68.93380999999982,Average
6.68,2.87,89.67,46.29,50.484450000000116,Struggle
3.73,1.0,30.24,44.46,54.441199999999924,Struggle
4.66,2.44,78.79,72.78,69.8127500000002,Average
1.03,3.68,9.76,99.49,93.64175000000002,Excel
1.04,1.0,8.68,73.26,73.75685000000016,Average
2.29,1.0,65.65,67.52,63.62585000000017,Average
5.07,3.28,44.42,56.92,58.90120000000004,Struggle
1.79,3.23,83.46,96.07,93.78634999999991,Excel
1.22,2.87,66.83,68.84,75.5069000000001,Excel
3.92,5.0,56.66,80.36,79.43950000000024,Excel
5.09,1.0,33.24,36.89,40.638049999999986,Struggle
5.54,5.0,84.43,80.94,76.79834999999986,Excel
2.14,2.24,60.61,87.72,82.86899999999986,Excel
1.25,5.0,70.46,81.56,85.12779999999995,Excel
6.55,2.27,98.99,60.56,61.773300000000006,Average
2.16,3.13,60.8,85.63,81.93864999999978,Excel
6.57,2.87,70.83,41.5,44.71755,Struggle
6.55,1.8,68.93,31.84,35.229200000000084,Struggle
5.21,2.38,96.51,64.45,65.38750000000009,Average
1.68,2.41,64.27,92.14,86.15319999999983,Excel
6.01,2.02,73.54,64.36,48.5023,Struggle
5.35,2.07,59.36,59.57,50.781850000000006,Struggle
5.01,4.09,76.06,71.96,66.44124999999998,Average
3.28,2.32,92.87,62.67,67.26315000000005,Average
2.35,4.0,65.2,88.24,86.66095000000008,Excel
1.24,3.15,90.54,94.46,92.84654999999971,Excel
4.36,3.43,95.57,80.31,78.48729999999999,Excel
4.43,3.66,18.36,55.34,58.167500000000075,Struggle
3.3,4.66,87.82,90.74,81.79605000000012,Excel
3.64,4.0,62.77,82.25,80.92515,Excel
2.82,5.0,58.77,67.54,74.07740000000028,Average
5.03,2.29,66.83,60.46,59.45714999999985,Struggle
6.36,4.27,85.28,66.88,66.97354999999999,Average
1.72,2.3,69.74,76.23,77.00054999999976,Excel
2.93,3.38,66.83,58.27,62.72590000000016,Average
3.92,3.03,95.44,77.56,75.53259999999989,Excel
4.98,4.23,66.83,60.98,64.31534999999981,Average
5.15,4.9,66.83,63.7,64.67445000000016,Average
6.83,1.71,74.84,50.27,51.54890000000017,Struggle
2.35,1.85,17.92,58.38,59.128049999999995,Struggle
6.54,2.04,66.96,59.25,57.5502,Struggle
1.62,2.13,51.07,77.65,76.48924999999979,Excel
4.78,1.0,75.86,44.1,48.143100000000096,Struggle
1.11,2.27,60.41,66.58,68.62064999999998,Average
5.98,4.0,88.84,74.94,74.9097000000001,Average
3.72,3.82,64.94,74.65,72.47419999999984,Average
5.36,1.0,39.8,51.95,49.82535000000001,Struggle
5.57,2.75,63.58,67.53,64.3711500000001,Average
1.51,1.8,49.91,59.83,63.72570000000009,Average
3.92,4.0,8.93,98.36,91.15750000000011,Excel
6.22,1.0,81.65,49.23,47.13214999999984,Struggle
3.18,1.0,71.28,48.38,60.729549999999975,Average
1.52,2.54,1.55,72.67,76.59700000000001,Excel
3.85,1.0,23.53,59.95,58.786950000000104,Struggle
4.18,4.76,73.56,63.97,69.64679999999987,Average
1.15,3.99,0.0,89.86,91.47275000000015,Excel
2.33,2.87,45.02,89.15,71.02615,Average
1.0,4.2,5.42,80.54,79.52875000000019,Excel
3.39,3.52,8.17,69.5,78.81915000000012,Excel
6.63,2.39,69.93,52.94,52.464149999999954,Struggle
3.92,1.0,76.44,32.33,39.87564999999994,Struggle
4.73,2.87,89.37,71.77,70.11330000000018,Average
1.59,1.8,87.65,66.86,69.46910000000013,Average
6.22,3.74,96.09,73.86,73.21010000000012,Average
4.11,2.87,60.7,66.63,66.1123499999998,Average
2.29,1.59,91.37,74.31,73.68744999999991,Average
7.0,4.76,95.28,64.56,65.12464999999996,Average
3.92,1.8,38.2,46.85,49.51480000000009,Struggle
5.24,3.55,65.69,54.85,57.753250000000165,Struggle
3.92,5.0,97.6,79.65,83.75084999999984,Excel
2.04,1.85,81.38,75.98,74.84234999999975,Average
2.4,1.0,69.03,61.46,64.79139999999983,Average
4.87,1.9,89.59,74.29,69.48375000000026,Average
2.09,1.0,65.22,56.94,60.07785000000007,Struggle
3.21,5.0,58.82,70.06,74.92939999999993,Average
5.61,4.52,77.2,63.15,65.00354999999983,Average
5.82,1.81,78.31,53.34,51.428350000000044,Struggle
4.01,3.41,91.29,83.94,76.93225000000008,Excel
6.06,2.83,72.85,65.86,58.753,Struggle
6.52,2.87,59.79,41.0,49.01060000000001,Struggle
4.52,3.78,65.57,50.88,56.69319999999989,Struggle
2.36,4.28,78.77,87.76,84.5264500000001,Excel
2.66,1.87,60.42,46.94,52.60685,Struggle
3.19,2.18,69.27,76.14,73.76199999999989,Average
1.47,4.71,60.73,96.06,92.08339999999997,Excel
2.21,4.29,60.8,70.98,75.45299999999983,Excel
2.07,4.84,90.51,92.93,89.82155000000013,Excel
4.21,3.7,64.14,75.69,72.79290000000012,Average
6.85,2.77,51.72,58.1,55.14175000000013,Struggle
1.53,3.29,55.5,86.14,82.32199999999987,Excel
5.7,3.38,87.29,68.09,63.40594999999991,Average
4.65,4.21,63.1,56.07,67.78275000000001,Average
1.38,1.89,82.71,79.58,81.31479999999996,Excel
6.77,3.67,84.96,63.68,61.98220000000011,Average
4.13,3.51,67.26,77.31,75.56279999999988,Excel
2.88,3.69,73.75,64.76,69.56150000000012,Average
5.9,3.17,66.83,51.81,55.02404999999999,Struggle
2.66,4.0,76.95,96.71,93.75519999999965,Excel
5.65,3.11,66.0,65.42,64.26645000000009,Average
1.0,1.8,6.46,67.57,61.28754999999994,Average
5.9,5.0,68.28,61.12,63.995550000000165,Average
3.5,4.76,83.48,89.94,87.68995000000004,Excel
5.2,4.0,84.87,80.39,79.38339999999985,Excel
2.09,2.98,96.2,87.59,94.22534999999995,Excel
4.91,1.8,94.09,58.14,57.064399999999914,Struggle
5.27,5.0,1.9,74.0,72.95195,Average
4.12,3.9,72.76,67.6,70.35045000000015,Average
4.45,5.0,50.82,80.0,78.97319999999995,Excel
3.31,3.92,95.83,63.54,71.78075000000028,Average
6.3,1.8,40.9,37.13,37.96670000000004,Struggle
3.88,4.5,72.22,63.41,73.6291,Average
3.92,2.88,94.97,53.68,58.73625000000015,Struggle
5.44,4.66,67.92,63.79,64.68800000000014,Average
3.86,5.0,1.14,84.96,83.26359999999998,Excel
1.95,3.56,95.23,89.35,82.71310000000003,Excel
3.04,4.0,90.11,89.93,88.27120000000012,Excel
5.71,2.61,62.17,53.19,51.67405000000001,Struggle
2.82,3.89,66.83,81.44,80.88995000000003,Excel
3.74,3.37,67.65,75.39,65.44069999999998,Average
6.16,5.0,95.64,76.04,75.90915000000027,Excel
3.51,2.03,77.2,81.71,76.40099999999975,Excel
4.73,4.3,88.7,75.08,74.58824999999996,Average
2.26,2.8,74.22,79.15,75.52664999999988,Excel
1.84,1.0,50.51,59.19,58.5199,Struggle
5.97,5.0,84.87,74.77,74.44620000000026,Average
1.87,4.6,37.52,99.46,95.19599999999973,Excel
2.96,3.66,44.68,78.87,73.7218000000001,Average
5.9,5.0,80.33,69.77,71.45220000000016,Average
3.27,3.75,74.04,76.75,75.33599999999997,Excel
6.47,3.45,97.22,69.67,67.04010000000005,Average
6.89,2.99,51.16,51.84,54.57145000000008,Struggle
2.72,3.53,85.61,88.5,87.36809999999997,Excel
1.0,1.0,5.45,77.06,75.86784999999995,Excel
4.81,2.84,85.69,47.32,52.71679999999988,Struggle
3.4,2.38,83.76,82.71,79.13779999999977,Excel
1.52,5.0,50.51,79.32,82.18329999999982,Excel
5.64,2.87,64.27,75.89,70.76454999999991,Average
1.22,1.35,0.51,66.05,69.7993499999999,Average
6.47,1.8,58.35,37.0,36.86954999999996,Struggle
1.5,3.74,53.17,99.02,92.4255000000002,Excel
1.37,1.0,61.98,59.8,59.2091999999999,Struggle
1.79,4.0,73.74,90.93,89.59960000000018,Excel
6.57,4.09,62.35,61.97,58.47649999999989,Struggle
5.21,1.83,79.01,66.62,61.52240000000016,Average
6.19,1.0,86.03,49.26,46.715450000000125,Struggle
3.32,5.0,66.55,72.52,76.13945000000021,Excel
3.04,4.0,80.15,85.04,85.14070000000025,Excel
3.92,1.7,91.24,72.53,69.01380000000006,Average
3.41,1.0,54.71,62.83,60.25189999999994,Struggle
3.89,1.77,85.53,64.33,63.900624999999984,Average
4.99,2.13,43.86,43.68,47.510850000000076,Struggle
2.53,3.57,56.13,89.34,82.78220000000002,Excel
6.38,5.0,66.83,69.21,68.47914999999975,Average
2.11,5.0,61.31,88.98,86.77084999999981,Excel
6.83,4.14,91.07,62.29,62.62960000000019,Average
1.0,3.8,0.0,81.07,85.27429999999985,Excel
4.03,3.41,16.99,46.08,51.77224999999999,Struggle
3.27,3.47,76.05,83.03,77.69565000000021,Excel
3.48,2.6,79.45,74.28,73.93755000000012,Average
3.92,5.0,86.49,86.63,84.82564999999994,Excel
3.31,4.0,38.42,79.13,80.39024999999975,Excel
3.75,5.0,0.77,89.9,86.28995,Excel
5.81,2.48,97.66,82.28,64.20864999999986,Average
5.06,5.0,45.87,72.27,75.58365000000022,Excel
5.74,1.05,62.75,42.38,51.79000000000006,Struggle
2.4,5.0,76.24,89.4,89.6876499999999,Excel
4.41,3.23,53.47,59.32,58.54280000000001,Struggle
4.01,1.0,66.31,59.14,58.141500000000036,Struggle
3.37,2.03,54.37,43.03,62.66190000000005,Average
3.46,3.51,64.93,82.18,80.20380000000013,Excel
2.59,3.91,61.45,64.28,80.03599999999993,Excel
2.07,1.87,81.8,78.29,76.94759999999984,Excel
2.45,1.73,64.22,83.91,79.75469999999987,Excel
1.2,5.0,82.66,99.47,98.80450000000002,Excel
5.26,2.3,32.13,75.24,60.862700000000004,Average
5.39,1.0,89.26,62.82,60.608149999999895,Average
6.27,2.35,55.54,48.05,48.70539999999998,Struggle
5.3,2.76,94.76,57.2,64.63805000000009,Average
1.54,2.29,92.02,83.41,84.09879999999993,Excel
6.48,1.0,46.16,47.05,45.842200000000005,Struggle
5.91,3.88,53.37,69.42,65.84280000000008,Average
3.32,3.1,60.43,71.45,70.63150000000014,Average
4.8,1.0,92.97,55.81,56.18835000000004,Struggle
7.0,3.21,56.1,42.62,52.7011,Struggle
4.46,4.79,57.8,62.74,64.61564999999992,Average
6.89,1.13,66.83,53.77,51.93790000000017,Struggle
1.6,2.74,25.86,58.55,66.41894999999988,Average
2.58,5.0,61.1,95.35,93.42480000000006,Excel
3.83,2.9,52.6,64.31,64.40164999999996,Average
4.92,1.0,68.63,46.11,46.56079999999998,Struggle
5.56,1.11,57.03,37.14,41.064800000000076,Struggle
7.0,4.12,38.18,55.05,54.154949999999964,Struggle
3.03,1.0,31.71,51.35,55.09760000000014,Struggle
1.0,1.97,5.05,63.56,78.32310000000008,Excel
5.83,2.32,55.14,42.76,45.36550000000009,Struggle
4.45,2.49,81.03,72.79,72.45585000000023,Average
1.73,2.25,71.82,63.21,67.35499999999976,Average
4.45,2.05,46.8,56.43,65.17959999999994,Average
5.62,1.0,0.25,48.85,48.92475000000014,Struggle
6.02,3.24,51.52,37.11,48.89695000000003,Struggle
4.5,2.82,92.38,70.83,72.34055000000001,Average
2.72,1.8,1.16,53.65,56.947099999999836,Struggle
6.59,1.0,84.05,35.56,37.21080000000009,Struggle
4.66,1.08,97.38,68.51,65.61805000000012,Average
3.47,1.8,57.18,65.2,59.970100000000045,Struggle
2.79,1.0,69.86,54.71,58.09554999999985,Struggle
5.36,1.7,63.41,56.93,52.723800000000104,Struggle
2.34,4.46,9.43,99.62,93.13495000000012,Excel
1.7,2.9,63.28,87.46,82.64049999999973,Excel
4.12,5.0,55.21,84.86,75.44124999999983,Excel
2.33,4.29,71.31,88.54,83.15425000000019,Excel
5.14,2.89,92.25,82.81,79.1779999999999,Excel
1.26,3.85,85.68,88.34,83.6465,Excel
4.81,2.87,37.19,66.42,62.352400000000024,Average
2.3,1.46,79.98,69.56,71.74374999999998,Average
1.27,1.0,6.48,67.81,68.94959999999996,Average
1.57,1.75,0.95,75.26,72.76410000000014,Average
6.21,5.0,90.38,75.49,76.34705000000012,Excel
6.23,1.87,56.14,52.52,51.234700000000174,Struggle
2.82,3.69,0.0,87.84,81.75915000000003,Excel
6.08,1.0,66.83,57.09,52.77800000000006,Struggle
4.4,2.53,67.1,57.13,60.99259999999995,Average
7.0,3.44,73.87,53.74,55.495099999999894,Struggle
2.77,1.02,99.85,80.19,77.19170000000007,Excel
4.72,4.07,70.42,58.34,68.95105000000005,Average
1.38,3.0,9.21,80.87,81.63205000000022,Excel
3.11,5.0,80.68,86.81,83.85840000000009,Excel
7.0,3.53,61.81,68.65,57.29770000000004,Struggle
4.66,1.0,55.28,47.92,49.250800000000034,Struggle
2.23,4.0,0.0,85.17,87.03542499999996,Excel
3.92,1.0,51.14,67.02,62.145600000000066,Average
5.16,1.24,71.56,49.29,50.25025000000007,Struggle
4.93,3.71,71.34,73.9,68.67855000000009,Average
3.66,1.22,6.28,54.91,58.248799999999974,Struggle
7.0,1.0,89.2,42.59,43.03495000000009,Struggle
1.27,1.0,5.03,76.1,74.95065000000014,Average
2.58,5.0,95.77,93.11,94.60334999999995,Excel
6.81,3.91,42.95,52.27,53.883400000000165,Struggle
2.63,1.52,51.38,71.31,67.23580000000008,Average
2.98,5.0,74.31,90.04,88.29910000000035,Excel
3.72,4.73,66.83,75.15,75.79264999999984,Excel
6.01,5.0,72.5,68.03,68.15965000000024,Average
1.21,3.53,35.15,69.49,75.97644999999994,Excel
6.57,1.0,0.33,45.3,43.41645000000006,Struggle
5.9,1.0,66.83,46.3,45.98500000000002,Struggle
2.28,2.53,21.28,72.93,73.77465000000011,Average
3.92,4.66,55.21,63.71,67.3343499999998,Average
3.4,1.8,86.27,52.41,57.90179999999995,Struggle
3.16,2.06,61.85,58.04,60.01189999999997,Struggle
6.09,3.12,5.96,68.27,50.95635000000007,Struggle
7.0,1.68,74.97,64.66,59.130899999999926,Struggle
1.42,1.93,90.14,88.7,85.67840000000022,Excel
3.85,4.05,41.33,81.86,75.81970000000008,Excel
4.36,3.93,63.82,76.78,75.03230000000025,Average
3.4,3.53,9.03,84.36,80.24860000000011,Excel
2.96,2.56,57.39,66.71,70.0578499999998,Average
1.42,4.73,3.23,99.23,97.0352999999998,Excel
3.92,4.08,70.3,71.89,71.69609999999986,Average
3.8,1.0,92.07,60.81,58.984649999999974,Struggle
2.21,2.97,53.09,57.72,62.13914999999993,Average
6.33,4.57,66.0,59.05,63.10774999999989,Average
5.94,5.0,57.12,66.4,66.72944999999987,Average
3.63,2.51,97.46,62.89,67.88699999999989,Average
3.92,2.93,3.14,60.2,64.21160000000008,Average
4.63,3.53,61.75,75.38,63.67389999999998,Average
2.5,4.46,83.48,93.88,90.29789999999984,Excel
2.31,1.0,67.54,75.66,70.22959999999988,Average
4.89,3.31,61.68,52.97,57.45305000000007,Struggle
1.71,2.64,4.92,87.87,81.50105000000006,Excel
1.6,3.12,50.56,60.83,67.14120000000001,Average
1.31,2.51,1.72,98.12,80.86675000000007,Excel
1.68,1.23,94.97,63.46,72.305,Average
1.66,1.0,95.15,70.29,71.12060000000018,Average
7.0,3.43,56.39,34.23,41.65724999999987,Struggle
2.65,1.0,28.87,61.93,60.9950000000001,Average
2.37,3.05,70.4,59.22,65.81229999999991,Average
2.44,1.0,89.03,58.65,64.99194999999986,Average
6.78,2.02,80.59,68.51,55.16494999999997,Struggle
3.64,2.87,75.69,57.75,61.470549999999996,Average
2.99,5.0,53.68,86.37,84.82205000000023,Excel
6.63,1.0,54.81,49.15,44.14804999999988,Struggle
3.63,5.0,73.88,73.52,85.4543,Excel
3.05,1.0,99.6,71.19,70.08790000000002,Average
2.64,1.0,54.42,64.32,61.69819999999991,Average
3.26,2.3,38.3,70.91,68.3045999999999,Average
2.97,2.24,0.0,71.68,73.86420000000012,Average
4.94,4.87,77.0,71.87,70.55980000000024,Average
2.86,5.0,78.69,84.09,85.26330000000007,Excel
3.92,2.68,42.02,75.69,70.94645000000008,Average
1.29,2.6,92.61,85.39,85.18499999999982,Excel
2.62,4.0,69.49,95.38,92.34039999999985,Excel
3.05,3.29,38.19,72.3,70.27629999999998,Average
3.92,3.96,66.83,67.1,70.71345000000015,Average
2.8,2.28,0.0,87.84,81.91130000000005,Excel
4.8,1.0,62.97,44.98,52.624700000000054,Struggle
2.43,1.28,90.83,67.51,72.8014,Average
1.35,3.09,63.28,82.98,81.43679999999979,Excel
1.4,1.89,50.54,82.11,65.65995000000004,Average
2.91,1.2,57.74,71.43,66.43435000000014,Average
2.2,3.94,99.28,95.03,92.95690000000002,Excel
2.52,1.13,65.99,69.42,68.06950000000002,Average
5.68,1.8,55.44,41.85,41.459650000000096,Struggle
1.0,1.0,2.79,60.11,62.757450000000034,Average
3.94,1.29,65.52,67.3,66.10909999999987,Average
3.56,2.75,51.88,70.3,69.89739999999992,Average
4.19,2.87,75.57,56.23,59.7786999999998,Struggle
4.04,2.87,60.69,68.88,66.73594999999979,Average
2.63,1.8,51.69,53.39,56.26099999999997,Struggle
3.02,1.2,35.28,55.75,63.29455000000004,Average
5.47,4.61,71.49,68.63,67.84524999999985,Average
6.32,2.87,79.9,51.06,54.45585000000003,Struggle
1.87,1.69,53.1,77.97,73.2895999999998,Average
1.72,5.0,69.94,92.79,92.45010000000028,Excel
6.66,5.0,20.91,68.76,66.32835000000014,Average
3.49,1.49,62.02,58.23,58.520499999999785,Struggle
4.55,3.75,57.53,63.62,67.23000000000013,Average
3.24,2.94,57.9,86.87,78.77580000000019,Excel
1.92,2.1,66.83,90.82,84.61874999999988,Excel
4.53,5.0,57.94,74.69,75.16410000000008,Excel
3.88,2.71,64.29,49.84,56.326600000000035,Struggle
2.6,1.0,29.05,55.03,56.008100000000105,Struggle
3.74,3.16,40.49,73.89,70.39204999999991,Average
5.87,4.76,73.05,65.86,66.70390000000013,Average
5.03,3.08,66.51,59.9,60.94574999999987,Average
2.07,2.22,89.3,64.13,70.50629999999984,Average
4.38,4.67,54.7,64.13,68.73169999999998,Average
4.75,3.0,98.74,55.97,61.71099999999991,Average
5.66,1.8,27.41,36.82,37.86864999999993,Struggle
5.21,1.0,88.65,54.44,56.655799999999964,Struggle
1.71,2.06,68.41,68.58,76.55004999999991,Excel
5.76,3.17,93.26,68.88,64.92544999999983,Average
4.64,1.0,66.83,46.0,51.78295000000003,Struggle
1.22,1.88,1.59,58.01,71.87630000000001,Average
3.49,1.0,66.77,48.42,64.4967,Average
2.76,2.96,99.66,73.95,76.45335000000009,Excel
5.47,4.44,99.28,78.88,76.10414999999979,Excel
2.42,1.0,59.49,58.02,57.317700000000144,Struggle
4.28,2.24,43.86,73.79,63.9041,Average
6.36,2.28,76.78,44.28,50.33130000000003,Struggle
6.01,1.0,57.72,41.84,43.32405000000007,Struggle
6.33,1.0,58.39,35.92,38.968750000000014,Struggle
7.0,1.0,99.46,47.35,47.374700000000104,Struggle
1.0,4.49,1.96,89.5,90.17219999999996,Excel
4.5,4.45,2.38,54.63,58.92034999999987,Struggle
3.12,4.12,38.69,79.67,75.46115000000006,Excel
5.76,3.0,32.44,42.15,47.7239999999999,Struggle
2.31,1.0,40.07,64.41,63.052249999999894,Average
7.0,1.0,66.78,40.7,37.65189999999989,Struggle
4.27,2.06,72.75,78.55,73.47244999999984,Average
5.47,1.22,58.32,50.71,51.85404999999986,Struggle
1.28,1.0,7.24,70.96,65.76514999999995,Average
2.22,3.01,53.52,66.61,65.27375000000006,Average
5.8,2.92,94.49,52.63,56.21644999999998,Struggle
1.38,5.0,9.73,90.33,90.11535000000005,Excel
5.41,2.99,87.85,65.45,61.78594999999998,Average
1.23,3.15,1.53,89.4,87.08939999999986,Excel
5.07,4.43,6.45,70.46,66.09344999999999,Average
3.21,2.06,64.56,73.15,65.69329999999991,Average
4.55,1.0,0.0,50.68,51.076450000000094,Struggle
5.48,2.87,92.23,71.61,68.45185000000012,Average
2.89,3.22,64.31,59.46,63.23479999999981,Average
1.38,4.26,62.11,76.72,81.80239999999979,Excel
1.23,2.52,59.92,83.94,79.1648500000001,Excel
4.47,4.93,59.76,75.81,72.84309999999992,Average
3.83,5.0,11.27,72.22,75.96404999999983,Excel
5.56,2.69,54.72,59.44,54.99180000000001,Struggle
4.44,2.4,81.01,57.63,75.46549999999998,Excel
3.92,2.18,75.67,66.62,64.82150000000016,Average
3.34,2.87,55.7,48.72,73.12470000000006,Average
1.46,3.68,2.69,88.13,90.02079999999992,Excel
3.26,3.81,44.06,86.08,74.94204999999988,Average
6.73,1.86,60.86,43.92,46.45189999999998,Struggle
6.34,2.95,39.42,33.42,41.61700000000005,Struggle
3.21,2.7,74.61,67.27,68.78265000000002,Average
3.92,5.0,54.58,76.38,82.26790000000003,Excel
5.95,4.01,97.88,67.48,75.99250000000006,Excel
3.26,1.0,0.0,52.15,53.14674999999992,Struggle
3.92,3.9,5.91,91.65,75.82239999999999,Excel
1.04,5.0,91.14,100.0,98.04075000000006,Excel
3.73,1.0,43.86,54.72,54.844899999999946,Struggle
6.8,4.0,79.84,67.25,67.42525,Average
5.53,2.6,63.86,56.9,56.299999999999834,Struggle
1.29,1.49,86.67,76.36,78.55425000000017,Excel
2.41,1.0,86.15,81.87,75.63180000000018,Excel
5.81,5.0,37.85,71.99,70.28339999999992,Average
6.19,3.44,62.05,61.91,58.23304999999994,Struggle
5.06,1.0,62.69,43.05,50.950450000000025,Struggle
4.38,2.87,69.14,80.11,75.6115500000001,Excel
1.6,1.0,6.1,65.8,67.90329999999986,Average
3.92,3.78,66.88,64.72,66.57444999999986,Average
6.17,2.87,59.52,70.47,64.81014999999985,Average
2.84,1.8,53.29,65.85,62.13640000000015,Average
5.63,1.0,40.65,42.29,43.39030000000002,Struggle
1.99,3.48,61.68,86.41,83.72789999999995,Excel
1.06,1.68,1.54,83.07,76.24819999999988,Excel
2.03,3.42,94.54,88.3,83.37695000000006,Excel
1.68,2.87,70.5,79.08,78.12470000000003,Excel
3.26,4.71,51.35,75.0,75.54819999999994,Excel
3.92,3.72,84.75,75.96,75.10639999999971,Average
3.6,1.15,56.22,63.15,59.248599999999904,Struggle
4.14,2.25,25.35,52.72,64.6032500000001,Average
3.02,5.0,79.75,86.52,86.9085000000002,Excel
1.44,1.0,7.94,85.31,79.22954999999988,Excel
4.96,1.0,68.94,46.59,48.90890000000003,Struggle
3.47,2.74,87.49,87.97,83.27939999999984,Excel
3.18,3.99,42.9,80.01,80.75720000000004,Excel
3.92,1.8,83.84,40.59,61.732750000000095,Average
5.97,5.0,75.86,80.68,75.20595000000017,Excel
5.75,2.87,62.42,55.97,56.626799999999896,Struggle
4.28,1.8,42.92,55.8,55.80559999999992,Struggle
1.93,2.75,58.56,70.54,69.83510000000022,Average
5.26,3.57,71.09,79.15,72.35679999999986,Average
2.47,5.0,36.51,89.0,87.93964999999997,Excel
3.99,3.56,53.22,54.17,59.971650000000025,Struggle
1.75,1.83,99.4,77.9,78.21604999999985,Excel
5.63,3.03,52.04,49.07,50.699449999999906,Struggle
1.46,3.19,97.32,92.77,92.6113500000002,Excel
5.94,1.0,33.7,34.77,38.93425000000009,Struggle
5.82,1.8,34.9,36.94,41.142649999999946,Struggle
3.55,4.52,56.7,74.42,72.65715000000002,Average
5.69,5.0,91.78,81.14,79.75874999999982,Excel
4.7,4.6,94.02,73.59,74.64575000000008,Average
6.08,1.46,66.83,58.0,56.359099999999984,Struggle
3.58,1.0,59.33,65.84,60.29820000000008,Struggle
5.77,2.35,56.36,50.9,51.34304999999986,Struggle
3.38,5.0,79.41,86.31,85.0098499999999,Excel
6.93,3.87,75.32,69.58,62.90765000000007,Average
4.18,1.8,84.74,62.89,60.19934999999993,Struggle
3.59,2.34,65.26,58.49,61.819249999999876,Average
5.54,3.98,70.12,59.18,62.20760000000009,Average
5.65,4.25,51.07,50.87,57.271350000000055,Struggle
4.64,2.67,55.79,70.74,59.47979999999995,Struggle
2.33,5.0,71.16,89.08,89.59294999999986,Excel
3.92,2.07,95.99,82.9,69.01650000000001,Average
6.55,2.82,82.09,53.7,53.76530000000007,Struggle
5.19,5.0,69.93,77.39,76.50814999999983,Excel
5.42,2.0,63.18,65.76,61.93205000000016,Average
1.0,2.11,7.85,97.88,94.09354999999994,Excel
3.5,3.83,50.81,79.49,77.22339999999981,Excel
4.48,1.07,66.35,47.19,50.131799999999956,Struggle
6.04,2.87,97.18,50.7,54.54755000000009,Struggle
1.16,3.56,2.37,99.84,97.86495000000009,Excel
6.05,4.89,48.8,68.46,66.3031499999998,Average
4.38,4.0,60.18,77.3,77.57384999999982,Excel
2.34,2.85,91.67,64.76,68.85850000000013,Average
3.05,3.31,60.21,69.39,70.60080000000004,Average
